system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,elevacion_m,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,pendiente_grados,precipitation_sum,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
2276,06638,6,11/4/2008,Pilar,Buenos Aires,42-42,10.41,16,otoño,2008-04-07,"[2008-04-07, 2008-04-08, 2008-04-09, 2008-04-10, 2008-04-11, 2008-04-12, 2008-04-13]",true,2276,-34.42200558,-58.95283788,1.46,"[0, 0, 0, 0, 2.1, 0, 0]",1.3262033462524414E-5,292.15101623535156,Molisoles,-0.0021234946325421333,0.3543434143066406,"{""type"":""Point"",""coordinates"":[-58.95283788,-34.42200558]}"
2277,06252,6,13/11/2009,Escobar,Buenos Aires,42-42,1.31,4,primavera,2009-11-09,"[2009-11-09, 2009-11-10, 2009-11-11, 2009-11-12, 2009-11-13, 2009-11-14, 2009-11-15]",true,2277,-34.3007971,-58.7215474,2.24,"[3.1, 0, 0, 0, 4, 0, 0.2]",2.9906630516052246E-5,290.0719458262126,Molisoles,-0.004023052752017975,0.45343017578125,"{""type"":""Point"",""coordinates"":[-58.7215474,-34.3007971]}"
2278,06245,6,4/5/2002,Ensenada,Buenos Aires,3314-1708,6.45,8,otoño,2002-04-29,"[2002-04-29, 2002-04-30, 2002-05-01, 2002-05-02, 2002-05-03, 2002-05-04, 2002-05-05]",true,2278,-34.87584856,-57.9336299,5.71,"[0.2, 0, 0, 0, 0, 0, 0]",2.6151537895202637E-4,288.9375247955322,Miscelaneas,-0.0020916853100061417,0.4173132578531901,"{""type"":""Point"",""coordinates"":[-57.9336299,-34.875848559999994]}"
2279,06098,6,11/10/2015,Berisso,Buenos Aires,3314-1708,0.7,7,primavera,2015-10-05,"[2015-10-05, 2015-10-06, 2015-10-07, 2015-10-08, 2015-10-09, 2015-10-10, 2015-10-11]",true,2279,-34.84587606,-57.87973336,3.58,"[0.1, 7.8, 0.7, 0, 0, 0.3, 0.4]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
2280,06035,6,19/11/2013,Avellaneda,Buenos Aires,35411-6952,1.59,6,primavera,2013-11-18,"[2013-11-18, 2013-11-19, 2013-11-20, 2013-11-21, 2013-11-22, 2013-11-23, 2013-11-24]",true,2280,-34.67500565,-58.31056343,3.38,"[0, 0, 0.1, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
2281,02012,2,11/8/1991,Comuna 12,Capital Federal,54-54,3.13,20,invierno,1991-08-05,"[1991-08-05, 1991-08-06, 1991-08-07, 1991-08-08, 1991-08-09, 1991-08-10, 1991-08-11]",true,2281,-34.56062514,-58.47494475,0.93,"[0, 0, 0, 0, 27.9, 3.5, 0]",5.588531494140625E-4,279.5555985768636,Miscelaneas,-7.702596485614777E-4,0.39415232340494794,"{""type"":""Point"",""coordinates"":[-58.474944750000006,-34.560625140000006]}"
2282,02015,2,9/9/1998,Comuna 15,Capital Federal,36837-7237,2.81,29,invierno,1998-09-07,"[1998-09-07, 1998-09-08, 1998-09-09, 1998-09-10, 1998-09-11, 1998-09-12, 1998-09-13]",true,2282,-34.59294425,-58.48867142,4.63,"[0, 0, 0, 0, 0.2, 0, 0]",4.752129316329956E-4,287.1984163920085,Miscelaneas,-0.0021216627210378647,0.31461207071940106,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
2283,02005,2,26/11/1991,Comuna 5,Capital Federal,85-85,3.75,37,primavera,1991-11-25,"[1991-11-25, 1991-11-26, 1991-11-27, 1991-11-28, 1991-11-29, 1991-11-30, 1991-12-01]",true,2283,-34.60922769,-58.42174523,2.44,"[0.9, 2.4, 0, 0.2, 10.1, 0, 0]",9.124130010604858E-4,290.77006403605145,Miscelaneas,-0.004315671510994434,0.28789647420247394,"{""type"":""Point"",""coordinates"":[-58.42174523,-34.609227690000004]}"
2284,02014,2,3/5/2000,Comuna 14,Capital Federal,85-85,2.68,24,otoño,2000-05-01,"[2000-05-01, 2000-05-02, 2000-05-03, 2000-05-04, 2000-05-05, 2000-05-06, 2000-05-07]",true,2284,-34.57389998,-58.42243645,5.28,"[19.8, 0, 11.6, 7.5, 54, 3.4, 0]",0.005606815218925476,290.78394508361816,Miscelaneas,-0.0010621212422847748,0.45107142130533856,"{""type"":""Point"",""coordinates"":[-58.42243645,-34.57389997999999]}"
2285,82084,82,5/2/2007,Rosario,Santa Fe,118-118,22.58,64,verano,2007-02-05,"[2007-02-05, 2007-02-06, 2007-02-07, 2007-02-08, 2007-02-09, 2007-02-10, 2007-02-11]",false,2285,-33.07901008,-60.91379957,1.11,"[2.3, 0.1, 0, 0, 0.3, 0, 0]",6.99758529663086E-5,295.8090076446533,Alfisoles,-0.004642503336071968,0.4691416422526042,"{""type"":""Point"",""coordinates"":[-60.91379957,-33.07901008]}"
2286,06441,6,24/11/2014,La Plata,Buenos Aires,3314-1708,23.31,26,primavera,2014-11-24,"[2014-11-24, 2014-11-25, 2014-11-26, 2014-11-27, 2014-11-28, 2014-11-29, 2014-11-30]",false,2286,-35.03880607,-58.05930616,0.93,"[8.1, 0, 0, 0, 0, 17.2, 65.3]",2.0842254161834717E-4,293.71657371520996,Complejo indiferenci,-0.0020332997664809227,0.35193125406901044,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
2287,02013,2,1/1/2013,Comuna 13,Capital Federal,54-54,3.99,10,verano,2012-12-31,"[2012-12-31, 2013-01-01, 2013-01-02, 2013-01-03, 2013-01-04, 2013-01-05, 2013-01-06]",true,2287,-34.55488152,-58.4502891,3.85,"[11.2, 0, 0, 0, 4.7, 20.9, 0]",9.675472974777222E-4,299.8382568359375,Miscelaneas,-0.0033531375229358673,0.20227750142415366,"{""type"":""Point"",""coordinates"":[-58.4502891,-34.55488152]}"
2288,02015,2,17/8/2009,Comuna 15,Capital Federal,36837-7237,2.81,29,invierno,2009-08-17,"[2009-08-17, 2009-08-18, 2009-08-19, 2009-08-20, 2009-08-21, 2009-08-22, 2009-08-23]",true,2288,-34.59294425,-58.48867142,4.63,"[0, 0, 2.7, 0, 0, 0, 0]",1.1864304542541504E-4,283.3900343577067,Miscelaneas,-0.0023330580443143845,0.3850669860839844,"{""type"":""Point"",""coordinates"":[-58.48867142,-34.59294425]}"
2289,02003,2,25/12/1992,Comuna 3,Capital Federal,85-85,2.82,29,verano,1992-12-21,"[1992-12-21, 1992-12-22, 1992-12-23, 1992-12-24, 1992-12-25, 1992-12-26, 1992-12-27]",true,2289,-34.60909977,-58.40306252,1.46,"[0.3, 6.2, 31.4, 0, 0, 0, 0]",4.781782627105713E-4,296.2094434102376,Miscelaneas,-0.002472970634698868,0.1384423573811849,"{""type"":""Point"",""coordinates"":[-58.403062520000006,-34.60909977000001]}"
2290,02004,2,21/3/2007,Comuna 4,Capital Federal,8891-2706,2.09,10,verano,2007-03-19,"[2007-03-19, 2007-03-20, 2007-03-21, 2007-03-22, 2007-03-23, 2007-03-24, 2007-03-25]",true,2290,-34.64641355,-58.38427103,1.46,"[0, 0, 0, 0.3, 0.7, 0, 1.3]",8.547008037567139E-4,294.1402123769124,Miscelaneas,-0.0033896900713443756,0.40413856506347656,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
2291,02013,2,13/10/2005,Comuna 13,Capital Federal,54-54,3.99,10,primavera,2005-10-10,"[2005-10-10, 2005-10-11, 2005-10-12, 2005-10-13, 2005-10-14, 2005-10-15, 2005-10-16]",true,2291,-34.55488152,-58.4502891,3.85,"[0, 0, 0, 0, 0, 0, 0]",0.0010375380516052246,290.6447925567627,Miscelaneas,-0.0031129121780395508,0.26300493876139325,"{""type"":""Point"",""coordinates"":[-58.4502891,-34.55488152]}"
2292,02004,2,21/2/2001,Comuna 4,Capital Federal,8891-2706,2.09,10,verano,2001-02-19,"[2001-02-19, 2001-02-20, 2001-02-21, 2001-02-22, 2001-02-23, 2001-02-24, 2001-02-25]",true,2292,-34.64641355,-58.38427103,1.46,"[0, 0, 0.1, 0, 0.7, 6.8, 0.4]",2.887248992919922E-4,298.61473083496094,Miscelaneas,-0.0037651024758815765,0.2091191609700521,"{""type"":""Point"",""coordinates"":[-58.384271029999994,-34.64641355]}"
2293,02001,2,6/1/1996,Comuna 1,Capital Federal,8891-2706,1.05,28,verano,1996-01-01,"[1996-01-01, 1996-01-02, 1996-01-03, 1996-01-04, 1996-01-05, 1996-01-06, 1996-01-07]",true,2293,-34.62504786,-58.38438723,3.7,"[0, 0, 1.5, 33.4, 0, 0, 0]",1.0305643081665039E-4,296.7990900675456,Miscelaneas,-0.0018138084560632706,0.13341967264811197,"{""type"":""Point"",""coordinates"":[-58.38438723000001,-34.62504786000001]}"
2294,06861,6,1/2/1998,Vicente Lopez,Buenos Aires,36837-7237,3.72,28,verano,1998-01-26,"[1998-01-26, 1998-01-27, 1998-01-28, 1998-01-29, 1998-01-30, 1998-01-31, 1998-02-01]",true,2294,-34.52591497,-58.53576394,1.13,"[0.1, 88.1, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.53576394000001,-34.52591497]}"
2295,06434,6,8/6/2000,Lanus,Buenos Aires,8891-2706,4.6,5,otoño,2000-06-05,"[2000-06-05, 2000-06-06, 2000-06-07, 2000-06-08, 2000-06-09, 2000-06-10, 2000-06-11]",true,2295,-34.69095715,-58.38386285,4.6,"[3.2, 0, 0, 0, 0, 10.3, 0]",9.025633335113525E-4,290.1941833496094,Miscelaneas,-3.3659860491752625E-4,0.43212890625,"{""type"":""Point"",""coordinates"":[-58.38386285000001,-34.69095715000001]}"
2296,06441,6,25/1/2003,La Plata,Buenos Aires,3314-1708,23.31,26,verano,2003-01-20,"[2003-01-20, 2003-01-21, 2003-01-22, 2003-01-23, 2003-01-24, 2003-01-25, 2003-01-26]",false,2296,-35.03880607,-58.05930616,0.93,"[0, 0.2, 27.4, 0, 0, 0, 0]",2.3061037063598633E-4,296.8891035715739,Complejo indiferenci,-0.005149885080754757,0.4326330820719401,"{""type"":""Point"",""coordinates"":[-58.05930616,-35.03880607000001]}"
2297,06260,6,17/1/2013,Esteban Echeverria,Buenos Aires,33486-6512,6.94,23,verano,2013-01-14,"[2013-01-14, 2013-01-15, 2013-01-16, 2013-01-17, 2013-01-18, 2013-01-19, 2013-01-20]",true,2297,-34.88497914,-58.47780994,1.46,"[0, 0, 0.3, 1.9, 0, 0, 0.8]",3.248453140258789E-5,298.46450424194336,Miscelaneas,-0.004073791205883026,0.2749029795328776,"{""type"":""Point"",""coordinates"":[-58.47780994,-34.884979140000006]}"
2298,06260,6,14/11/1990,Esteban Echeverria,Buenos Aires,33486-6512,6.94,23,primavera,1990-11-12,"[1990-11-12, 1990-11-13, 1990-11-14, 1990-11-15, 1990-11-16, 1990-11-17, 1990-11-18]",true,2298,-34.88497914,-58.47780994,1.46,"[0, 35.9, 0.9, 12.5, 0, 0, 0]",1.868605613708496E-5,291.9904321034749,Miscelaneas,-0.004267210140824318,0.36385218302408856,"{""type"":""Point"",""coordinates"":[-58.47780994,-34.884979140000006]}"
2299,06245,6,16/5/2002,Ensenada,Buenos Aires,3314-1708,6.45,8,otoño,2002-05-13,"[2002-05-13, 2002-05-14, 2002-05-15, 2002-05-16, 2002-05-17, 2002-05-18, 2002-05-19]",true,2299,-34.87584856,-57.9336299,5.71,"[45.3, 10.7, 0.4, 1.9, 14, 0.2, 0]",0.010378435254096985,291.9917049407959,Miscelaneas,-0.0017210561782121658,0.4806130727132161,"{""type"":""Point"",""coordinates"":[-57.9336299,-34.875848559999994]}"
2300,06091,6,19/7/2008,Berazategui,Buenos Aires,7058-2230,14.45,26,invierno,2008-07-14,"[2008-07-14, 2008-07-15, 2008-07-16, 2008-07-17, 2008-07-18, 2008-07-19, 2008-07-20]",true,2300,-34.83264047,-58.10084123,1.46,"[0, 0, 0, 0, 0, 0, 0.1]",3.555417060852051E-5,287.2222156524658,Miscelaneas,-0.001055203378200531,0.43925221761067706,"{""type"":""Point"",""coordinates"":[-58.10084122999999,-34.83264047]}"
2301,06035,6,10/7/2009,Avellaneda,Buenos Aires,35411-6952,1.59,6,invierno,2009-07-06,"[2009-07-06, 2009-07-07, 2009-07-08, 2009-07-09, 2009-07-10, 2009-07-11, 2009-07-12]",true,2301,-34.67500565,-58.31056343,3.38,"[11.5, 0.1, 0, 0, 0, 0, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
2302,06035,6,9/2/1993,Avellaneda,Buenos Aires,35411-6952,1.59,6,verano,1993-02-08,"[1993-02-08, 1993-02-09, 1993-02-10, 1993-02-11, 1993-02-12, 1993-02-13, 1993-02-14]",true,2302,-34.67500565,-58.31056343,3.38,"[6.7, 29.2, 0, 0, 0, 0.2, 0]",,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
2303,14014,14,1/11/2013,Capital,Cordoba,37574-7384,24.04,426,primavera,2013-10-28,"[2013-10-28, 2013-10-29, 2013-10-30, 2013-10-31, 2013-11-01, 2013-11-02, 2013-11-03]",false,2303,-31.47878838,-64.14509583,2.86,"[0, 0, 0, 32.1, 46.2, 0, 0]",2.8312206268310547E-7,294.7611789703369,Miscelaneas,-5.776332691311836E-4,0.13377507527669272,"{""type"":""Point"",""coordinates"":[-64.14509583,-31.478788380000008]}"
2304,06329,6,21/10/2003,General Las Heras,Buenos Aires,6936-2128,14.14,39,primavera,2003-10-20,"[2003-10-20, 2003-10-21, 2003-10-22, 2003-10-23, 2003-10-24, 2003-10-25, 2003-10-26]",true,2304,-34.8223015,-59.1343749,1.13,"[0, 0, 0, 0, 5.8, 0, 8.6]",1.442432403564453E-4,289.08997599283856,Complejo indiferenci,-0.0035352176055312157,0.43717066446940106,"{""type"":""Point"",""coordinates"":[-59.1343749,-34.8223015]}"
2305,30049,30,5/8/2015,Gualeguay,Entre Rios,39-39,13.76,2,invierno,2015-08-03,"[2015-08-03, 2015-08-04, 2015-08-05, 2015-08-06, 2015-08-07, 2015-08-08, 2015-08-09]",true,2305,-33.55871824,-59.48052013,2.16,"[0, 0, 3.3, 69.5, 10, 7.5, 36.7]",2.917647361755371E-5,288.3564790089925,Entisoles,-0.001808689907193184,0.5447565714518229,"{""type"":""Point"",""coordinates"":[-59.48052013,-33.558718240000005]}"
2306,90084,90,15/4/2007,Capital,Tucuman,33966-6506,7.44,453,otoño,2007-04-09,"[2007-04-09, 2007-04-10, 2007-04-11, 2007-04-12, 2007-04-13, 2007-04-14, 2007-04-15]",true,2306,-26.82900979,-65.21054418,6.28,"[0, 0, 0.5, 7, 0, 0, 0.1]",0.0025957226753234863,293.26867548624676,Molisoles,-0.0028307316824793816,0.4540322621663411,"{""type"":""Point"",""coordinates"":[-65.21054418,-26.829009789999997]}"
2307,06778,6,10/4/2005,San Vicente,Buenos Aires,33486-6512,23.66,24,otoño,2005-04-04,"[2005-04-04, 2005-04-05, 2005-04-06, 2005-04-07, 2005-04-08, 2005-04-09, 2005-04-10]",false,2307,-35.18311,-58.45241002,2.17,"[0, 0, 0, 14.8, 0, 0, 9.4]",1.0877847671508789E-5,287.13349469502765,Molisoles,-0.0025307293981313705,0.38106218973795575,"{""type"":""Point"",""coordinates"":[-58.45241002,-35.18311]}"
2308,58049,58,17/8/1995,Huiliches,Neuquen,33712-6513,31.44,959,invierno,1995-08-14,"[1995-08-14, 1995-08-15, 1995-08-16, 1995-08-17, 1995-08-18, 1995-08-19, 1995-08-20]",false,2308,-39.73103584,-71.07764941,4.42,"[0.2, 0, 0, 0, 0, 0, 0]",0.0017560124397277832,271.1993401845296,Inceptisoles,-4.688221961259842E-4,0.41485023498535156,"{""type"":""Point"",""coordinates"":[-71.07764941,-39.73103584]}"
2309,06462,6,23/10/2011,Leonardo N. Alem,Buenos Aires,6852-2211,7.44,84,primavera,2011-10-17,"[2011-10-17, 2011-10-18, 2011-10-19, 2011-10-20, 2011-10-21, 2011-10-22, 2011-10-23]",true,2309,-34.4448464,-61.3192363,3.49,"[0, 15, 0, 0, 0, 11.1, 0]",3.129243850708008E-7,288.7795759836833,Complejo indiferenci,-0.003349759615957737,0.21379470825195312,"{""type"":""Point"",""coordinates"":[-61.3192363,-34.4448464]}"
2310,06182,6,11/4/1995,Coronel de marina L Rosales,Buenos Aires,31981-6426,30.83,17,otoño,1995-04-10,"[1995-04-10, 1995-04-11, 1995-04-12, 1995-04-13, 1995-04-14, 1995-04-15, 1995-04-16]",false,2310,-38.93877,-61.96122,3.02,"[13.1, 0, 0, 0, 0, 0.2, 0.4]",5.467236042022705E-4,286.78307851155597,Molisoles,-0.0038112495094537735,0.4001178741455078,"{""type"":""Point"",""coordinates"":[-61.961220000000004,-38.93877]}"
2311,06168,6,4/4/2013,Castelli,Buenos Aires,36871-7252,8.76,13,otoño,2013-04-01,"[2013-04-01, 2013-04-02, 2013-04-03, 2013-04-04, 2013-04-05, 2013-04-06, 2013-04-07]",true,2311,-36.1352289,-57.7158097,3.88,"[5.2, 17.4, 23.3, 0, 0, 6.9, 0]",2.6464462280273438E-5,292.57614008585614,Complejo indiferenci,-0.0014276755973696709,0.3484973907470703,"{""type"":""Point"",""coordinates"":[-57.7158097,-36.1352289]}"
2312,62070,62,18/9/1992,Pilcaniyeu,Rio Negro,31937-6385,27.21,1162,invierno,1992-09-14,"[1992-09-14, 1992-09-15, 1992-09-16, 1992-09-17, 1992-09-18, 1992-09-19, 1992-09-20]",false,2312,-41.32152141,-70.27466678,9.2,"[0, 0.6, 6.2, 2.2, 1, 0.3, 1.8]",4.649162292480469E-6,277.6252956390381,Inceptisoles,-0.001805114559829235,0.29700279235839844,"{""type"":""Point"",""coordinates"":[-70.27466678,-41.32152141]}"
2313,62056,62,16/12/1992,Norquinco,Rio Negro,32726-6390,20.64,1023,primavera,1992-12-14,"[1992-12-14, 1992-12-15, 1992-12-16, 1992-12-17, 1992-12-18, 1992-12-19, 1992-12-20]",false,2313,-41.68252462,-70.71325062,3.1,"[0, 0, 7.7, 0, 0.1, 6.9, 0]",5.357563495635986E-4,284.4976692199707,Aridisoles,-0.0021717865020036697,0.05066998799641927,"{""type"":""Point"",""coordinates"":[-70.71325062,-41.682524619999995]}"
