system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
34,34049,34,22/12/2015,Pilcomayo,Formosa,36840-7239,50.93,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,34,-25.11711311,-58.18847657,0.002468124032020569,300.2526658376058,Rio,-0.006195421330630779,0.4473756154378255,"{""type"":""Point"",""coordinates"":[-58.18847657,-25.117113110000002]}"
35,30015,30,22/12/2015,Concordia,Entre Rios,6557-2063,4.51,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,35,-31.35230446,-58.05355072,8.618086576461792E-4,296.20595359802246,Vertisoles,-0.0034779319539666176,0.24617830912272134,"{""type"":""Point"",""coordinates"":[-58.05355072,-31.352304459999996]}"
36,30070,30,21/12/2015,La Paz,Entre Rios,6543-2055,11.16,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,36,-30.60360412,-59.52751986,1.1710822582244873E-4,296.5846970876058,Molisoles,-0.0029983539134263992,0.4305744171142578,"{""type"":""Point"",""coordinates"":[-59.52751986,-30.60360412]}"
37,30008,30,21/12/2015,Colon,Entre Rios,32026-6403,25.96,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,37,-31.70735861,-58.28660961,9.933114051818848E-5,296.0693162282308,Entisoles,-0.0037220772355794907,0.4270165761311849,"{""type"":""Point"",""coordinates"":[-58.28660961,-31.70735861]}"
38,30098,30,21/12/2015,Uruguay,Entre Rios,7061-2233,5.89,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,38,-32.38095474,-58.23688127,5.534887313842773E-4,296.06817690531415,Entisoles,-0.004338395781815052,0.23967297871907553,"{""type"":""Point"",""coordinates"":[-58.23688127,-32.38095474000001]}"
39,30015,30,21/12/2015,Concordia,Entre Rios,6557-2063,4.51,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,39,-31.35230446,-58.05355072,8.618086576461792E-4,296.20595359802246,Vertisoles,-0.0034779319539666176,0.24617830912272134,"{""type"":""Point"",""coordinates"":[-58.05355072,-31.352304459999996]}"
40,18119,18,21/12/2015,Paso de los Libres,Corrientes,1383-1063,15.85,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,40,-29.87793885,-57.53288465,0.002852514386177063,295.8464158376058,Molisoles,-0.0032842839136719704,0.4321206410725911,"{""type"":""Point"",""coordinates"":[-57.53288465,-29.877938850000003]}"
41,18168,18,21/12/2015,Santo Tome,Corrientes,68-68,3.13,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,41,-28.51878167,-56.05544289,0.006799861788749695,297.75819969177246,Ultisoles,-0.0033810213208198547,0.4887746175130208,"{""type"":""Point"",""coordinates"":[-56.05544289,-28.518781670000006]}"
42,18049,18,21/12/2015,Esquina,Corrientes,9200-2836,11.96,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,42,-30.0784368,-59.4055912,1.0225176811218262E-4,296.94635073343915,Complejo indiferenci,-0.003163461573421955,0.37055333455403644,"{""type"":""Point"",""coordinates"":[-59.405591199999996,-30.0784368]}"
43,18070,18,21/12/2015,Goya,Corrientes,6624-2091,11.86,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,43,-29.1751244,-58.88982054,0.0013111978769302368,298.15948549906415,Rio,-0.004072342999279499,0.35811487833658856,"{""type"":""Point"",""coordinates"":[-58.889820540000024,-29.1751244]}"
44,18133,18,21/12/2015,San Cosme,Corrientes,59-59,5.73,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,44,-27.36393313,-58.66198243,0.004867926239967346,299.46441713968915,Rio,-0.0054277172312140465,0.2982584635416667,"{""type"":""Point"",""coordinates"":[-58.66198243,-27.363933129999996]}"
45,18077,18,21/12/2015,Itati,Corrientes,17-17,41.46,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,45,-27.35196615,-57.87393625,0.003442898392677307,299.6266892751058,Entisoles,-0.005040252581238747,0.4406566619873047,"{""type"":""Point"",""coordinates"":[-57.87393625,-27.35196615]}"
46,18084,18,21/12/2015,Ituzaingo,Corrientes,87-87,28.3,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,46,-27.71591449,-56.94751639,0.0011911094188690186,299.2892869313558,Alfisoles,-0.004338438622653484,0.44080861409505206,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
47,18084,18,21/12/2015,Ituzaingo,Corrientes,87-87,28.3,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,47,-27.71591449,-56.94751639,0.0011911094188690186,299.2892869313558,Alfisoles,-0.004338438622653484,0.44080861409505206,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
48,22014,22,21/12/2015,Bermejo,Chaco,32998-6511,18.89,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",false,48,-26.92175039,-58.77874597,4.219859838485718E-4,299.26625633239746,Rio,-0.0056894440203905106,0.4446086883544922,"{""type"":""Point"",""coordinates"":[-58.77874597,-26.92175039]}"
49,22140,22,21/12/2015,San Fernando,Chaco,6254-1933,11.88,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,49,-27.92561531,-59.31798172,4.5852363109588623E-4,299.5400193532308,Complejo indiferenci,-0.005482318811118603,0.3526604970296224,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
50,22140,22,21/12/2015,San Fernando,Chaco,6254-1933,11.88,verano,2015-12-21,"[2015-12-21, 2015-12-22, 2015-12-23, 2015-12-24, 2015-12-25, 2015-12-26, 2015-12-27]",true,50,-27.92561531,-59.31798172,4.5852363109588623E-4,299.5400193532308,Complejo indiferenci,-0.005482318811118603,0.3526604970296224,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
51,18133,18,6/12/2015,San Cosme,Corrientes,59-59,5.73,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,51,-27.36393313,-58.66198243,0.005246967077255249,293.9364948272705,Rio,-0.007354837842285633,0.29282251993815106,"{""type"":""Point"",""coordinates"":[-58.66198243,-27.363933129999996]}"
52,18077,18,6/12/2015,Itati,Corrientes,17-17,41.46,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,52,-27.35196615,-57.87393625,0.001639038324356079,294.4159056345622,Entisoles,-0.00634248461574316,0.41441917419433594,"{""type"":""Point"",""coordinates"":[-57.87393625,-27.35196615]}"
53,18084,18,6/12/2015,Ituzaingo,Corrientes,87-87,28.3,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,53,-27.71591449,-56.94751639,4.6539306640625E-4,294.1704629262288,Alfisoles,-0.006626239977777004,0.3985741933186849,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
54,18084,18,6/12/2015,Ituzaingo,Corrientes,87-87,28.3,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",false,54,-27.71591449,-56.94751639,4.6539306640625E-4,294.1704629262288,Alfisoles,-0.006626239977777004,0.3985741933186849,"{""type"":""Point"",""coordinates"":[-56.94751638999999,-27.71591449]}"
55,22140,22,6/12/2015,San Fernando,Chaco,6254-1933,11.88,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,55,-27.92561531,-59.31798172,3.429502248764038E-4,293.6286334991455,Complejo indiferenci,-0.006143325008451939,0.3586591084798177,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
56,22140,22,6/12/2015,San Fernando,Chaco,6254-1933,11.88,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,56,-27.92561531,-59.31798172,3.429502248764038E-4,293.6286334991455,Complejo indiferenci,-0.006143325008451939,0.3586591084798177,"{""type"":""Point"",""coordinates"":[-59.317981720000006,-27.925615310000005]}"
57,22126,22,6/12/2015,1 de Mayo,Chaco,32633-6454,13.09,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,57,-27.22855035,-58.90405078,1.6671419143676758E-4,293.8307005564372,Molisoles,-0.006100247614085674,0.4144287109375,"{""type"":""Point"",""coordinates"":[-58.904050780000006,-27.22855035]}"
58,90084,90,5/12/2015,Capital,Tucuman,33966-6506,7.44,primavera,2015-11-30,"[2015-11-30, 2015-12-01, 2015-12-02, 2015-12-03, 2015-12-04, 2015-12-05, 2015-12-06]",true,58,-26.82900979,-65.21054418,4.105120897293091E-4,292.3398151397705,Molisoles,-0.003899778239428997,0.468441645304362,"{""type"":""Point"",""coordinates"":[-65.21054418,-26.829009789999997]}"
59,06658,6,19/11/2015,Quilmes,Buenos Aires,35407-6950,4.25,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,59,-34.70037841,-58.27664278,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.276642779999996,-34.70037841]}"
60,06490,6,19/11/2015,Lomas de Zamora,Buenos Aires,35405-6949,5.53,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,60,-34.73790272,-58.44067537,7.11679458618164E-5,295.53733317057294,Miscelaneas,-0.004629033617675304,0.3064409891764323,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
61,06490,6,19/11/2015,Lomas de Zamora,Buenos Aires,35405-6949,5.53,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,61,-34.73790272,-58.44067537,7.11679458618164E-5,295.53733317057294,Miscelaneas,-0.004629033617675304,0.3064409891764323,"{""type"":""Point"",""coordinates"":[-58.44067537000001,-34.73790272]}"
62,06035,6,19/11/2015,Avellaneda,Buenos Aires,35411-6952,1.59,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,62,-34.67500565,-58.31056343,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
63,06035,6,19/11/2015,Avellaneda,Buenos Aires,35411-6952,1.59,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,63,-34.67500565,-58.31056343,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
64,06035,6,19/11/2015,Avellaneda,Buenos Aires,35411-6952,1.59,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,64,-34.67500565,-58.31056343,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
65,06035,6,19/11/2015,Avellaneda,Buenos Aires,35411-6952,1.59,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,65,-34.67500565,-58.31056343,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-58.31056343,-34.675005649999996]}"
66,06434,6,19/11/2015,Lanus,Buenos Aires,8891-2706,4.6,primavera,2015-11-16,"[2015-11-16, 2015-11-17, 2015-11-18, 2015-11-19, 2015-11-20, 2015-11-21, 2015-11-22]",true,66,-34.69095715,-58.38386285,7.11679458618164E-5,295.53733317057294,Miscelaneas,-0.004629033617675304,0.3064409891764323,"{""type"":""Point"",""coordinates"":[-58.38386285000001,-34.69095715000001]}"
67,06343,6,26/8/2015,General Paz,Buenos Aires,3274-1695,33.67,invierno,2015-08-24,"[2015-08-24, 2015-08-25, 2015-08-26, 2015-08-27, 2015-08-28, 2015-08-29, 2015-08-30]",false,67,-35.45190573,-58.26954177,1.259148120880127E-5,281.3391342163086,Complejo indiferenci,-0.001851169392466545,0.43448448181152344,"{""type"":""Point"",""coordinates"":[-58.26954176999999,-35.45190573]}"
