system:index,Code Departamento,Code Provincia,Date (YMD),Departamento,Provincia,codeRio,distanciaRio,estacion,fecha0,fechas,hayRioCercano,idx,lat,lon,runoff_sum,temperature_2m,tipoDeSuelo,total_evaporation_sum,volumetric_soil_water_layer_1,.geo
1785,46098,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,34088-6657,33.38,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1785,-28.5085144,-68.50804138,0.0028065890073776245,288.76001930236816,Roca,-0.004712510854005814,0.23291714986165366,"{""type"":""Point"",""coordinates"":[-68.50804138,-28.508514400000003]}"
1786,06686,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,31982-6397,19.01,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1786,-34.2433108,-60.532499,0.004221558570861816,288.08448219299316,Molisoles,-0.0016273446381092072,0.4343579610188802,"{""type"":""Point"",""coordinates"":[-60.532498999999994,-34.2433108]}"
1787,06742,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,6903-2151,83.21,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1787,-38.6740577,-59.49935949,1.6421079635620117E-5,289.6985772450765,Molisoles,-0.0022142501547932625,0.15098253885904947,"{""type"":""Point"",""coordinates"":[-59.49935949,-38.6740577]}"
1788,78035,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,6176-1899,18.04,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1788,-46.04208374,-71.65873718,5.509406328201294E-4,279.2156670888265,Aridisoles,-0.002753743901848793,0.28902308146158856,"{""type"":""Point"",""coordinates"":[-71.65873718,-46.04208374]}"
1789,22161,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,36723-7184,13.32,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1789,-27.77849579,-59.60456467,1.9754469394683838E-4,299.53687477111816,Alfisoles,-0.004604640416800976,0.3173758188883464,"{""type"":""Point"",""coordinates"":[-59.60456467,-27.77849579]}"
1790,86028,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,32009-6398,25.02,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1790,-28.70814175,-63.1050531,8.404254913330078E-6,299.66504859924316,Alfisoles,-0.0045808712020516396,0.31944020589192706,"{""type"":""Point"",""coordinates"":[-63.1050531,-28.708141750000003]}"
1791,38056,hay que cambiarlo,6/2/1999,hay que cambiarlo,hay que cambiarlo,33913-6597,21.55,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1791,-24.37362671,-65.60406494,0.007635399699211121,282.49431292215985,Inceptisoles,-0.004090741276741028,0.39780616760253906,"{""type"":""Point"",""coordinates"":[-65.60406494,-24.37362671]}"
1792,82028,hay que cambiarlo,3/2/1999,hay que cambiarlo,hay que cambiarlo,36996-7283,18.3,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1792,-33.3790173,-61.3544315,0.0024459362030029297,288.91472307840985,Alfisoles,-0.0024804631248116493,0.3951536814371745,"{""type"":""Point"",""coordinates"":[-61.354431500000004,-33.37901730000001]}"
1793,22084,hay que cambiarlo,3/2/1999,hay que cambiarlo,hay que cambiarlo,6521-2046,18.34,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1793,-26.51481035,-59.22556127,1.5436112880706787E-4,299.26954078674316,Rio,-0.00382364634424448,0.38419850667317706,"{""type"":""Point"",""coordinates"":[-59.22556127000001,-26.51481035]}"
1794,30070,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6543-2055,11.16,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1794,-30.60360412,-59.52751986,1.598745584487915E-4,296.69548479715985,Molisoles,-0.0042841555550694466,0.34258778889973956,"{""type"":""Point"",""coordinates"":[-59.52751986,-30.60360412]}"
1795,82035,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,33531-6669,2.91,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1795,-31.1523125,-60.1365521,1.115649938583374E-4,295.55176734924316,Molisoles,-0.005287044681608677,0.253140131632487,"{""type"":""Point"",""coordinates"":[-60.1365521,-31.152312499999997]}"
1796,06547,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,146-146,39.73,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1796,-35.5785579,-58.9391774,1.1493265628814697E-4,289.16447893778485,Complejo indiferenci,-0.0022487947717309,0.417782465616862,"{""type"":""Point"",""coordinates"":[-58.939177400000005,-35.5785579]}"
1797,86098,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,36727-7188,55.55,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1797,-27.95003,-61.84724,1.2129545211791992E-5,300.0391534169515,Entisoles,-0.004155965521931648,0.29581769307454425,"{""type"":""Point"",""coordinates"":[-61.84724,-27.95003]}"
1798,06399,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,34120-6732,88.38,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1798,-36.8942337,-62.3563118,1.0675191879272461E-4,289.62647438049316,Molisoles,-0.0034637898206710815,0.4027570088704427,"{""type"":""Point"",""coordinates"":[-62.3563118,-36.8942337]}"
1799,86091,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,32820-6498,23.4,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1799,-26.68895431,-64.45447124,1.1324882507324219E-5,299.30095354715985,Molisoles,-0.005413241684436798,0.34008216857910156,"{""type"":""Point"",""coordinates"":[-64.45447124,-26.68895431]}"
1800,54021,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,13-13,6.29,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1800,-27.37033272,-55.53538513,1.41829252243042E-4,298.7557061513265,Molisoles,-0.004701176658272743,0.40079498291015625,"{""type"":""Point"",""coordinates"":[-55.53538513,-27.370332719999997]}"
1801,14168,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,37559-7382,7.06,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1801,-30.81785967,-64.21185018,5.389004945755005E-4,291.15691057840985,Entisoles,-0.0033701956272125244,0.31014442443847656,"{""type"":""Point"",""coordinates"":[-64.21185018,-30.817859669999994]}"
1802,66035,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,8141-2593,9.28,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1802,-24.95319832,-65.42243492,0.0016369223594665527,293.49415016174316,Alfisoles,-0.004477846436202526,0.44608179728190106,"{""type"":""Point"",""coordinates"":[-65.42243492,-24.953198319999995]}"
1803,14077,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,9461-2776,86.81,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1803,-31.31932831,-65.61785889,8.121132850646973E-6,297.49528948465985,Aridisoles,-0.002636929973959923,0.08037122090657552,"{""type"":""Point"",""coordinates"":[-65.61785889,-31.31932831]}"
1804,86070,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6309-1957,34.35,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1804,-26.91460859,-63.52985443,9.775161743164062E-6,300.77434221903485,Entisoles,-0.004371601156890392,0.2921581268310547,"{""type"":""Point"",""coordinates"":[-63.52985443,-26.914608590000004]}"
1805,66133,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6362-1978,14.31,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1805,-22.49881,-62.40759,3.516674041748047E-6,300.77776018778485,Molisoles,-0.004081460647284985,0.28244972229003906,"{""type"":""Point"",""coordinates"":[-62.40759,-22.498810000000002]}"
1806,06609,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6725-2212,72.84,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1806,-35.6179927,-62.0046671,1.5886127948760986E-4,289.63982073465985,Molisoles,-0.00353293027728796,0.41637229919433594,"{""type"":""Point"",""coordinates"":[-62.0046671,-35.61799270000001]}"
1807,06399,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,34120-6732,88.38,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1807,-36.8942337,-62.3563118,1.0675191879272461E-4,289.62647438049316,Molisoles,-0.0034637898206710815,0.4027570088704427,"{""type"":""Point"",""coordinates"":[-62.3563118,-36.8942337]}"
1808,34035,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,34065-6553,11.81,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1808,-24.61192,-60.30033,7.495284080505371E-6,300.1719659169515,Rio,-0.005347193218767643,0.35304514567057294,"{""type"":""Point"",""coordinates"":[-60.30033000000001,-24.611919999999998]}"
1809,06763,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6776-2114,14.58,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",true,1809,-33.6042287,-60.4178226,0.007720157504081726,288.6956475575765,Molisoles,-0.0022452836856245995,0.4268290201822917,"{""type"":""Point"",""coordinates"":[-60.417822599999994,-33.6042287]}"
1810,66091,hay que cambiarlo,2/2/1999,hay que cambiarlo,hay que cambiarlo,6324-1963,46.91,verano,1999-02-01,"[1999-02-01, 1999-02-02, 1999-02-03, 1999-02-04, 1999-02-05, 1999-02-06, 1999-02-07]",false,1810,-23.78698349,-66.06783295,1.043081283569336E-7,286.5059502919515,Roca,-0.001850321888923645,0.13502120971679688,"{""type"":""Point"",""coordinates"":[-66.06783295,-23.78698349]}"
1811,06410,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,50-50,16.9,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1811,-34.64405512,-58.68848933,1.564621925354004E-6,295.2072817484538,Miscelaneas,-0.005643792450428009,0.4518725077311198,"{""type"":""Point"",""coordinates"":[-58.68848933000001,-34.64405512]}"
1812,06147,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,36845-7243,60.46,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1812,-35.83601,-61.43436,8.508563041687012E-6,295.9590721130371,Molisoles,-0.004341529682278633,0.2703742980957031,"{""type"":""Point"",""coordinates"":[-61.43436,-35.83601]}"
1813,06434,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,8891-2706,4.6,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1813,-34.69095715,-58.38386285,1.675039529800415E-4,294.9337628682454,Miscelaneas,-0.005694331601262093,0.42940330505371094,"{""type"":""Point"",""coordinates"":[-58.38386285000001,-34.69095715000001]}"
1814,66042,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,33913-6597,18.11,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1814,-25.15339187,-65.69363231,0.005176737904548645,288.6827049255371,Entisoles,-0.0038597043603658676,0.4186236063639323,"{""type"":""Point"",""coordinates"":[-65.69363231,-25.15339187]}"
1815,86189,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,6315-1959,4.54,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1815,-28.10344,-64.08491,2.4497509002685547E-5,298.0033429463704,Alfisoles,-0.003705088049173355,0.402923583984375,"{""type"":""Point"",""coordinates"":[-64.08491,-28.103440000000003]}"
1816,66161,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,36860-7249,4.53,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1816,-22.17502,-64.93502,0.004762038588523865,286.8349672953288,Roca,-0.003506861627101898,0.4819831848144531,"{""type"":""Point"",""coordinates"":[-64.93502,-22.17502]}"
1817,06175,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,6852-2211,35.94,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1817,-33.97042426,-61.07620535,4.5299530029296875E-6,297.2104555765788,Molisoles,-0.0048867203295230865,0.37314097086588544,"{""type"":""Point"",""coordinates"":[-61.07620535,-33.97042426000001]}"
1818,34035,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,34065-6553,11.81,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1818,-24.61192,-60.30033,8.203089237213135E-5,300.2777570088704,Rio,-0.004105063155293465,0.3293469746907552,"{""type"":""Point"",""coordinates"":[-60.30033000000001,-24.611919999999998]}"
1819,06735,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,6906-2215,2.81,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1819,-34.2881384,-59.5070413,2.9653310775756836E-6,295.7397524515788,Molisoles,-0.005495443940162659,0.4388427734375,"{""type"":""Point"",""coordinates"":[-59.5070413,-34.2881384]}"
1820,26056,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,6385-1987,0.67,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1820,-42.66468787,-70.44354981,4.0084123611450195E-6,296.5998598734538,Molisoles,-5.425438284873962E-4,0.08109410603841145,"{""type"":""Point"",""coordinates"":[-70.44354981,-42.66468787]}"
1821,30042,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,36832-7234,6.85,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1821,-30.42934153,-58.76618814,6.730854511260986E-5,299.1166241963704,Molisoles,-0.0046289656311273575,0.4138177235921224,"{""type"":""Point"",""coordinates"":[-58.766188140000004,-30.42934153]}"
1822,46042,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,34179-6743,13,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1822,-29.10233846,-67.60548106,0.012358933687210083,290.8327700297038,Roca,-0.004005752503871918,0.3027153015136719,"{""type"":""Point"",""coordinates"":[-67.60548106,-29.102338459999995]}"
1823,42098,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,33160-6527,76.58,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1823,-36.72337723,-65.22473908,5.319714546203613E-6,298.0411033630371,Entisoles,-0.003237742930650711,0.1495513916015625,"{""type"":""Point"",""coordinates"":[-65.22473908,-36.723377230000004]}"
1824,06630,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,6766-2227,28.56,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1824,-36.09760675,-58.09855871,1.3217329978942871E-5,293.0204327901204,Molisoles,-0.005171552300453186,0.4133383433024089,"{""type"":""Point"",""coordinates"":[-58.09855871,-36.09760674999999]}"
1825,06270,hay que cambiarlo,28/1/1999,hay que cambiarlo,hay que cambiarlo,33486-6512,10.12,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1825,-34.9645699,-58.5460971,1.1280179023742676E-5,294.5944073994954,Molisoles,-0.0049936044961214066,0.41059303283691406,"{""type"":""Point"",""coordinates"":[-58.5460971,-34.964569899999994]}"
1826,06532,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,7-7,20.35,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1826,-34.64501572,-59.35927582,5.602836608886719E-6,295.3589744567871,Molisoles,-0.005481479689478874,0.42400360107421875,"{""type"":""Point"",""coordinates"":[-59.35927582,-34.64501572]}"
1827,74042,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,33178-6482,15.68,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1827,-34.82387161,-66.44893646,9.757280349731445E-5,298.8757387797038,Entisoles,-0.004526421427726746,0.11769803365071614,"{""type"":""Point"",""coordinates"":[-66.44893646,-34.82387160999999]}"
1828,06098,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,3314-1708,0.7,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1828,-34.84587606,-57.87973336,,,Miscelaneas,,,"{""type"":""Point"",""coordinates"":[-57.87973336,-34.84587606]}"
1829,14091,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,36828-7231,28.57,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1829,-31.10580063,-64.59128571,6.0230493545532227E-5,294.0032615661621,Molisoles,-0.004710482433438301,0.36034393310546875,"{""type"":""Point"",""coordinates"":[-64.59128571,-31.105800630000005]}"
1830,14112,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,36916-7263,67.01,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1830,-29.8135599,-63.75524,9.635090827941895E-5,296.0496482849121,Molisoles,-0.004393927752971649,0.27284685770670575,"{""type"":""Point"",""coordinates"":[-63.75524,-29.813559900000005]}"
1831,50063,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,6840-2183,38.57,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1831,-33.32638993,-68.92342084,1.6745924949645996E-4,295.7259178161621,Roca,-9.34189185500145E-4,0.08307266235351562,"{""type"":""Point"",""coordinates"":[-68.92342084,-33.32638993]}"
1832,06483,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,146-146,24.21,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1832,-35.2649767,-59.0698098,2.5272369384765625E-5,294.3084373474121,Molisoles,-0.005613561719655991,0.4543876647949219,"{""type"":""Point"",""coordinates"":[-59.06980980000001,-35.264976700000005]}"
1833,66140,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,9546-2814,30.72,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1833,-25.89667,-64.7655,6.595402956008911E-4,294.1123110453288,Entisoles,-0.004237359389662743,0.4110533396402995,"{""type"":""Point"",""coordinates"":[-64.7655,-25.89667]}"
1834,54070,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,13-13,14.62,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",true,1834,-27.55139444,-55.54013766,1.4032423496246338E-4,300.2963116963704,Molisoles,-0.005218911916017532,0.4429423014322917,"{""type"":""Point"",""coordinates"":[-55.54013765999999,-27.551394439999996]}"
1835,82098,hay que cambiarlo,27/1/1999,hay que cambiarlo,hay que cambiarlo,6247-1929,17.29,verano,1999-01-25,"[1999-01-25, 1999-01-26, 1999-01-27, 1999-01-28, 1999-01-29, 1999-01-30, 1999-01-31]",false,1835,-29.42420679,-59.97955475,1.0375678539276123E-4,298.8628807067871,Complejo indiferenci,-0.00463656522333622,0.4586842854817708,"{""type"":""Point"",""coordinates"":[-59.97955475,-29.424206790000007]}"
1836,10091,hay que cambiarlo,24/1/1999,hay que cambiarlo,hay que cambiarlo,33974-6555,30.9,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1836,-26.79468925,-66.48349644,3.4242868423461914E-4,283.1804968516032,Aridisoles,-0.0027172714471817017,0.420468012491862,"{""type"":""Point"",""coordinates"":[-66.48349644,-26.794689249999998]}"
1837,06505,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,3344-1739,9.75,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",true,1837,-35.17544498,-57.51894858,1.0848045349121094E-5,298.34984906514484,Complejo indiferenci,-0.0026388727128505707,0.2822151184082031,"{""type"":""Point"",""coordinates"":[-57.51894857999999,-35.17544498]}"
1838,06112,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,6954-2111,27.83,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1838,-35.2410531,-60.3474272,4.710257053375244E-5,297.0994421641032,Molisoles,-0.0025451742112636566,0.1627330780029297,"{""type"":""Point"",""coordinates"":[-60.3474272,-35.24105310000001]}"
1839,22105,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,36727-7188,60.12,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1839,-27.01701868,-61.18742808,1.2312829494476318E-4,298.57934125264484,Inceptisoles,-0.0023605115711688995,0.26621437072753906,"{""type"":""Point"",""coordinates"":[-61.187428080000004,-27.01701868]}"
1840,06553,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,31981-6426,54.99,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1840,-38.99535769,-61.21520159,1.7777085304260254E-5,296.42211469014484,Molisoles,-0.0024115927517414093,0.06200981140136719,"{""type"":""Point"",""coordinates"":[-61.21520158999999,-38.99535769]}"
1841,74007,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,31950-2172,64.22,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1841,-32.13651315,-66.85445389,8.974969387054443E-5,295.04003461201984,Entisoles,-0.0028698351234197617,0.06423759460449219,"{""type"":""Point"",""coordinates"":[-66.85445389,-32.13651315]}"
1842,14007,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,36828-7231,19.43,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1842,-32.09286214,-64.56387845,3.5335123538970947E-4,291.0245723724365,Roca,-0.0029472075402736664,0.2810567220052083,"{""type"":""Point"",""coordinates"":[-64.56387845,-32.09286214]}"
1843,06007,hay que cambiarlo,23/1/1999,hay que cambiarlo,hay que cambiarlo,34120-6732,100.74,verano,1999-01-18,"[1999-01-18, 1999-01-19, 1999-01-20, 1999-01-21, 1999-01-22, 1999-01-23, 1999-01-24]",false,1843,-37.04622644,-63.26682104,5.930662155151367E-6,299.38915570576984,Molisoles,-0.0016731992363929749,0.07314999898274739,"{""type"":""Point"",""coordinates"":[-63.266821039999996,-37.04622644]}"
1844,38056,hay que cambiarlo,16/12/1998,hay que cambiarlo,hay que cambiarlo,33913-6597,21.55,primavera,1998-12-14,"[1998-12-14, 1998-12-15, 1998-12-16, 1998-12-17, 1998-12-18, 1998-12-19, 1998-12-20]",false,1844,-24.37362671,-65.60406494,0.006411001086235046,281.3143711090088,Inceptisoles,-0.003941548056900501,0.4178702036539714,"{""type"":""Point"",""coordinates"":[-65.60406494,-24.37362671]}"
1845,14007,hay que cambiarlo,16/12/1998,hay que cambiarlo,hay que cambiarlo,36828-7231,19.43,primavera,1998-12-14,"[1998-12-14, 1998-12-15, 1998-12-16, 1998-12-17, 1998-12-18, 1998-12-19, 1998-12-20]",false,1845,-32.09286214,-64.56387845,2.634674310684204E-4,292.6389967600505,Roca,-0.004391037859022617,0.3563334147135417,"{""type"":""Point"",""coordinates"":[-64.56387845,-32.09286214]}"
1846,06140,hay que cambiarlo,16/12/1998,hay que cambiarlo,hay que cambiarlo,6745-2129,5.72,primavera,1998-12-14,"[1998-12-14, 1998-12-15, 1998-12-16, 1998-12-17, 1998-12-18, 1998-12-19, 1998-12-20]",true,1846,-34.1731879,-59.9792421,1.9818544387817383E-6,295.3365065256755,Molisoles,-0.00512323621660471,0.4171854654947917,"{""type"":""Point"",""coordinates"":[-59.9792421,-34.1731879]}"
